category_code,category_description,category_hierarchy,hs8
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52114301
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52114900
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52115100
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52115200
5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, MIXED MAINLY OR SOLELY WITH MAN-MADE FIBRES, WEIGHING MORE THAN 200 G/SQUARE METRE:",Heading,52115900
52111,Unbleached:,HS Code,52111100
52111,Unbleached:,HS Code,52111200
52111,Unbleached:,HS Code,52111900
521111,Plain weave,HS Code,52111100
52111100,Plain weave,Export Statistical Item,52111100
521112,"3-thread or 4-thread twill, including cross twill",HS Code,52111200
52111200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52111200
521119,Other fabrics,HS Code,52111900
52111900,Other fabrics,Export Statistical Item,52111900
521120,Bleached,HS Code,52112000
52112000,Bleached,Export Statistical Item,52112000
52113,Dyed:,HS Code,52113100
52113,Dyed:,HS Code,52113200
52113,Dyed:,HS Code,52113900
521131,Plain weave,HS Code,52113100
52113100,Plain weave,Export Statistical Item,52113100
521132,"3-thread or 4-thread twill, including cross twill",HS Code,52113200
52113200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52113200
521139,Other fabrics,HS Code,52113900
52113900,Other fabrics,Export Statistical Item,52113900
52114,Of yarns of different colours:,HS Code,52114100
52114,Of yarns of different colours:,HS Code,52114201
52114,Of yarns of different colours:,HS Code,52114301
52114,Of yarns of different colours:,HS Code,52114900
521141,Plain weave,HS Code,52114100
52114100,Plain weave,Export Statistical Item,52114100
521142,Denim,HS Code,52114201
52114201,Denim,Export Statistical Item,52114201
521143,"Other fabrics of 3-thread or 4-thread twill, including cross twill",HS Code,52114301
52114301,"Other fabrics of 3-thread or 4-thread twill, including cross twill",Export Statistical Item,52114301
521149,Other fabrics,HS Code,52114900
52114900,Other fabrics,Export Statistical Item,52114900
52115,Printed:,HS Code,52115100
52115,Printed:,HS Code,52115200
52115,Printed:,HS Code,52115900
521151,Plain weave,HS Code,52115100
52115100,Plain weave,Export Statistical Item,52115100
521152,"3-thread or 4-thread twill, including cross twill",HS Code,52115200
52115200,"3-thread or 4-thread twill, including cross twill",Export Statistical Item,52115200
521159,Other fabrics,HS Code,52115900
52115900,Other fabrics,Export Statistical Item,52115900
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52121100
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52121200
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52121300
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52121400
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52121500
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52122100
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52122200
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52122300
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52122400
5212,OTHER WOVEN FABRICS OF COTTON:,Heading,52122500
52121,Weighing not more than 200 g/square metre:,HS Code,52121100
52121,Weighing not more than 200 g/square metre:,HS Code,52121200
52121,Weighing not more than 200 g/square metre:,HS Code,52121300
52121,Weighing not more than 200 g/square metre:,HS Code,52121400
52121,Weighing not more than 200 g/square metre:,HS Code,52121500
521211,Unbleached,HS Code,52121100
52121100,Unbleached,Export Statistical Item,52121100
521212,Bleached,HS Code,52121200
52121200,Bleached,Export Statistical Item,52121200
521213,Dyed,HS Code,52121300
52121300,Dyed,Export Statistical Item,52121300
521214,Of yarns of different colours,HS Code,52121400
52121400,Of yarns of different colours,Export Statistical Item,52121400
521215,Printed,HS Code,52121500
52121500,Printed,Export Statistical Item,52121500
52122,Weighing more than 200 g/square metre:,HS Code,52122100
52122,Weighing more than 200 g/square metre:,HS Code,52122200
52122,Weighing more than 200 g/square metre:,HS Code,52122300
52122,Weighing more than 200 g/square metre:,HS Code,52122400
52122,Weighing more than 200 g/square metre:,HS Code,52122500
521221,Unbleached,HS Code,52122100
52122100,Unbleached,Export Statistical Item,52122100
521222,Bleached,HS Code,52122200
52122200,Bleached,Export Statistical Item,52122200
521223,Dyed,HS Code,52122300
52122300,Dyed,Export Statistical Item,52122300
521224,Of yarns of different colours,HS Code,52122400
52122400,Of yarns of different colours,Export Statistical Item,52122400
521225,Printed,HS Code,52122500
52122500,Printed,Export Statistical Item,52122500
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53011000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53012100
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53012900
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53013000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53021000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53029000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53031000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53039000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53050000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53061000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53062000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53071000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53072000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53081000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53082000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53089001
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53091100
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53091900
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53092100
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53092900
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53101000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53109000
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,Chapter,53110000
5301,"FLAX, RAW OR PROCESSED BUT NOT SPUN; FLAX TOW AND WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53011000
5301,"FLAX, RAW OR PROCESSED BUT NOT SPUN; FLAX TOW AND WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53012100
5301,"FLAX, RAW OR PROCESSED BUT NOT SPUN; FLAX TOW AND WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53012900
5301,"FLAX, RAW OR PROCESSED BUT NOT SPUN; FLAX TOW AND WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53013000
530110,"Flax, raw or retted",HS Code,53011000
53011000,"Flax, raw or retted",Export Statistical Item,53011000
53012,"Flax, broken, scutched, hackled or otherwise processed, but not spun:",HS Code,53012100
53012,"Flax, broken, scutched, hackled or otherwise processed, but not spun:",HS Code,53012900
530121,Broken or scutched,HS Code,53012100
53012100,Broken or scutched,Export Statistical Item,53012100
530129,Other,HS Code,53012900
53012900,Other,Export Statistical Item,53012900
530130,Flax tow and waste,HS Code,53013000
53013000,Flax tow and waste,Export Statistical Item,53013000
5302,"TRUE HEMP (CANNABIS SATIVA L.), RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF TRUE HEMP (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53021000
5302,"TRUE HEMP (CANNABIS SATIVA L.), RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF TRUE HEMP (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53029000
530210,"True hemp, raw or retted",HS Code,53021000
53021000,"True hemp, raw or retted",Export Statistical Item,53021000
530290,Other,HS Code,53029000
53029000,Other,Export Statistical Item,53029000
5303,"JUTE AND OTHER TEXTILE BAST FIBRES (EXCLUDING FLAX, TRUE HEMP AND RAMIE), RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF THESE FIBRES (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53031000
5303,"JUTE AND OTHER TEXTILE BAST FIBRES (EXCLUDING FLAX, TRUE HEMP AND RAMIE), RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF THESE FIBRES (INCLUDING YARN WASTE AND GARNETTED STOCK):",Heading,53039000
530310,"Jute and other textile bast fibres, raw or retted",HS Code,53031000
53031000,"Jute and other textile bast fibres, raw or retted",Export Statistical Item,53031000
530390,Other,HS Code,53039000
53039000,Other,Export Statistical Item,53039000
5305,"COCONUT, ABACA (MANILA HEMP OR MUSA TEXTILIS NEE), RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES (INCLUDING YARN WASTE AND GARNETTED STOCK)",Heading,53050000
530500,"COCONUT, ABACA (MANILA HEMP OR MUSA TEXTILIS NEE), RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES (INCLUDING YARN WASTE AND GARNETTED STOCK)",HS Code,53050000
53050000,"COCONUT, ABACA (MANILA HEMP OR MUSA TEXTILIS NEE), RAMIE AND OTHER VEGETABLE TEXTILE FIBRES, NOT ELSEWHERE SPECIFIED OR INCLUDED, RAW OR PROCESSED BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBRES (INCLUDING YARN WASTE AND GARNETTED STOCK)",Export Statistical Item,53050000
5306,FLAX YARN:,Heading,53061000
5306,FLAX YARN:,Heading,53062000
530610,Single,HS Code,53061000
53061000,Single,Export Statistical Item,53061000
530620,Multiple (folded) or cabled,HS Code,53062000
53062000,Multiple (folded) or cabled,Export Statistical Item,53062000
5307,YARN OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF 5303:,Heading,53071000
5307,YARN OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF 5303:,Heading,53072000
530710,Single,HS Code,53071000
53071000,Single,Export Statistical Item,53071000
530720,Multiple (folded) or cabled,HS Code,53072000
53072000,Multiple (folded) or cabled,Export Statistical Item,53072000
5308,YARN OF OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN:,Heading,53081000
5308,YARN OF OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN:,Heading,53082000
5308,YARN OF OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN:,Heading,53089001
530810,Coir yarn,HS Code,53081000
53081000,Coir yarn,Export Statistical Item,53081000
530820,True hemp yarn,HS Code,53082000
53082000,True hemp yarn,Export Statistical Item,53082000
530890,Other,HS Code,53089001
53089001,Other,Export Statistical Item,53089001
5309,WOVEN FABRICS OF FLAX:,Heading,53091100
5309,WOVEN FABRICS OF FLAX:,Heading,53091900
5309,WOVEN FABRICS OF FLAX:,Heading,53092100
5309,WOVEN FABRICS OF FLAX:,Heading,53092900
53091,Containing 85% or more by weight of flax:,HS Code,53091100
53091,Containing 85% or more by weight of flax:,HS Code,53091900
530911,Unbleached or bleached,HS Code,53091100
53091100,Unbleached or bleached,Export Statistical Item,53091100
530919,Other,HS Code,53091900
53091900,Other,Export Statistical Item,53091900
53092,Containing less than 85% by weight of flax:,HS Code,53092100
53092,Containing less than 85% by weight of flax:,HS Code,53092900
530921,Unbleached or bleached,HS Code,53092100
53092100,Unbleached or bleached,Export Statistical Item,53092100
530929,Other,HS Code,53092900
53092900,Other,Export Statistical Item,53092900
5310,WOVEN FABRICS OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF 5303:,Heading,53101000
5310,WOVEN FABRICS OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF 5303:,Heading,53109000
531010,Unbleached,HS Code,53101000
53101000,Unbleached,Export Statistical Item,53101000
531090,Other,HS Code,53109000
53109000,Other,Export Statistical Item,53109000
5311,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN,Heading,53110000
531100,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN,HS Code,53110000
53110000,WOVEN FABRICS OF OTHER VEGETABLE TEXTILE FIBRES; WOVEN FABRICS OF PAPER YARN,Export Statistical Item,53110000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54011000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54012000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54021110
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54021990
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54022000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54023100
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54023201
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54023300
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54023411
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54023991
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54024412
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54024520
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54024630
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54024740
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54024850
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54024992
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54025100
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54025200
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54025900
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54026100
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54026200
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54026900
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54031000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54033120
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54033230
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54033340
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54033950
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54034160
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54034270
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54034980
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54041113
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54041221
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54041993
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54049000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54050000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54060000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54071000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54072000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54073000
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54074100
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54074200
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54074300
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54074400
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54075100
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54075200
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54075300
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54075400
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54076100
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54076900
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54077101
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54077201
54,MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS,Chapter,54077301
